category,field,subfield,detail,year,question,answer,choice1,choice2,choice3,choice4,time_limit,commentary
応用情報技術者試験,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,2025,"プロジェクトマネジメントにおいて、スコープを対象とするプロセスを集めた対象群“スコープ”に含まれるプロセスはどれか。","WBSの作成","WBSの作成","活動期間の見積り","コストの見積り","予算の作成",60,""
応用情報技術者試験,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,2025,"チームの発展段階を五つに区分したタックマンモデルによれば、メンバーの異なる考え方や価値観が明確になり、メンバーがそれぞれの意見を主張し合う段階はどれか。","動乱期(Storming)","安定期 (Norming)","遂行期 (Performing)","成立期 (Forming)","動乱期(Storming)",60,""
応用情報技術者試験,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,2025,"あるプロジェクトは4月から9月までの6か月間で開発を進めており、現在のメンバー全員が9月末まで作業すれば完了する見込みである。しかし、他のプロジェクトで発生した緊急の案件に対応するために、8月初めから、4人のメンバーがプロジェクトから外れることになった。9月末に予定どおり開発を完了させるために、7月の半ばからメンバーを増員する。条件に従うとき、人件費は何万円増加するか。
[条件]
・元のメンバーと増員するメンバーの、プロジェクトにおける生産性は等しい。
・7月の半ばから7月末までの0.5か月間、元のメンバー4人から増員するメンバーに引継ぎを行う。
・引継ぎの期間中は、元のメンバー4人と増員するメンバーはプロジェクトの開発作業を実施しないが、人件費は全額をこのプロジェクトに計上する。
・人件費は、1人月当たり100万円とする。","450","200","250","450","700",300,""
応用情報技術者試験,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,2025,"<p>自動生産システムの増強に関するデシジョンツリーにおいて、新規にシステムを開発する場合の期待金額価値 (EMV) は何億円か。</p><img src='/images/2025r07a_ap_am_qs_54.png' alt='図' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","14","14","20","26","64",300,""
応用情報技術者試験,マネジメント系,サービスマネジメント,サービスマネジメント,2025,"サービスマネジメントのサービス可用性管理において、インシデント又は将来インシデントとなる可能性のある事象について、その発生経路及び発生原因を分析し、発生確率の算出に使用できる技法はどれか。","故障の木解析(FTA)","故障の木解析(FTA)","故障モード・影響解析 (FMEA)","コンポーネント障害インパクト分析 (CFIA)","単一障害点分析(SPOF分析)",60,""
応用情報技術者試験,マネジメント系,サービスマネジメント,サービスマネジメント,2025,"サービスマネジメントにおける問題管理の活動はどれか。","根本原因の特定","根本原因の特定","サービス要求の優先度付け","変更要求の記録","リリースの検証",60,""
応用情報技術者試験,マネジメント系,サービスマネジメント,サービスマネジメント,2025,"生成 AI の処理などで用いられる、大量に発熱する GPUを搭載したサーバを、空気冷却よりも少ない消費電力で効率良く冷却できる液体冷却の一つに液浸冷却がある。液体冷却の方法の説明のうちで、液浸冷却の方法の説明に該当するものの組みはどれか。
[液体冷却の方法の説明]
a: 液体を循環させて熱交換器で冷やす単相冷却と、気化熱を利用する二相冷却がある。
b: サーバを取り付けた金属板と熱交換してサーバを冷却する。
c: サーバを筐体ごと液体に漬けで冷却する。
d: 冷媒となる液体として通常は水を使用する。","a, c","a, b","a, c","b, d","c, d",60,""
応用情報技術者試験,マネジメント系,サービスマネジメント,システム監査,2025,"システム監査基準(令和5年) において、システム監査で使用される用語の説明として、適切なものはどれか。","独立性とは、第三者から不当な影響や圧力等を受けていない状態のことである。","所見とは、他の標準的な監査人が監査を実施した場合であっても同じ検証結果を得られることである。","正当な懐疑心とは、客観性の保持という精神的な態度を堅持できることである。","正当な注意とは、監査で発見したことに基づく考えや意見のことである。","独立性とは、第三者から不当な影響や圧力等を受けていない状態のことである。",60,""
応用情報技術者試験,マネジメント系,サービスマネジメント,システム監査,2025,"システム監査報告書の改善提案に対し、システム監査人が行うフォローアップとして、適切なものはどれか。","改善提案に対する監査対象部門の改善状況をモニタリングする。","改善提案に対する改善の実施を監査対象部門の長に指示する。","改善提案に対する監査対象部門の改善実施プロジェクトの管理を行う。","改善提案に対する監査対象部門の改善状況をモニタリングする。","改善提案の内容を監査対象部門に示した上で改善計画を策定する。",60,""
応用情報技術者試験,マネジメント系,サービスマネジメント,システム監査,2025,"システム監査基準(令和5年)に従い、監査目的に基づいて、ガバナンス、マネジメント、コントロールの視点から検証・評価を行う。“コントロールの視点”から行う項目はどれか。","異常なアクセスを検出した際に適時に対処及び報告がなされているか。","IT投資の結果が適切なリターンを生んでいるか。","異常なアクセスを検出した際に適時に対処及び報告がなされているか。","情報セキュリティ対策がPDCAサイクルに基づいて適切に管理されているか。","新技術や技術革新を経営戦略推進のために適時適切に利活用できているか。",60,""
応用情報技術者試験,ストラテジ系,システム戦略,システム戦略,2025,"事業目標達成のためのプログラムマネジメントの考え方として、適切なものはどれか。","活動全体を複数のプロジェクトの結合体と捉え、複数のプロジェクトの連携,統合、相互作用を通じて価値を高め、組織全体の戦略の実現を図る。","活動全体を複数のプロジェクトの結合体と捉え、複数のプロジェクトの連携,統合、相互作用を通じて価値を高め、組織全体の戦略の実現を図る。","個々のプロジェクト管理を更に細分化することによって、プロジェクトに必要な技術や確保すべき経営資源の明確化を図る。","システムの開発に使用するプログラム言語や開発手法を早期に検討することによって、開発リスクを低減し、投資効果の最大化を図る。","リスクを最小化するように支援する専門組織を設けることによって、組織全体のプロジェクトマネジメントの能力と品質の向上を図る。",60,""
応用情報技術者試験,ストラテジ系,システム戦略,システム戦略,2025,"SOAの説明はどれか。","利用者の視点から業務システムの機能を幾つかの独立した部品に分けることによって、業務プロセスとの対応付けや他ソフトウェアとの連携を容易にする手法","会計、人事,製造,購買,在庫管理,販売などの企業の業務プロセスを一元管理することによって、業務の効率化や経営資源の全体最適を図る手法","企業の業務プロセス、システム化要求などのニーズと、ソフトウェアパッケージの機能性がどれだけ適合し、どれだけかい離しているかを分析する手法","業務プロセスの問題点を洗い出して、目標設定,実行,チェック,修正行動のマネジメントサイクルを適用し、継続的な改善を図る手法","利用者の視点から業務システムの機能を幾つかの独立した部品に分けることによって、業務プロセスとの対応付けや他ソフトウェアとの連携を容易にする手法",60,""
応用情報技術者試験,ストラテジ系,企業と法務,企業活動,2025,"データ分析手法の一つである、アソシエーション分析はどれか。","商品を購買するときの関連性や同時性などのルールを購買データに基づいて見いだすなど、データ間の統計的なパターンや、意味のある関連性を抽出する。信頼度、支持度及びリフト値によってルールを評価し、有効性を確認する。","結果となる数値(目的変数)と要因となる数値(説明変数)との関係性について、最小二乗法を用いて分析する。気温の変化が売行きにどの程度影響するかなどの事象の予測に用いられる。","商品を購買するときの関連性や同時性などのルールを購買データに基づいて見いだすなど、データ間の統計的なパターンや、意味のある関連性を抽出する。信頼度、支持度及びリフト値によってルールを評価し、有効性を確認する。","多数の変数の情報 (観測変数) に存在する共通因子を仮定し、モデル化して分析する。共通因子を設けることによってデータの数が増加しても複雑になることを防ぎ、現象を分かりやすく捉えることができる。","多数の変数の情報 (観測変数)をできるだけ少ない指標や次元 (合成変数)で要約する。データのもつ情報をできる限り損なわずに全体の傾向を可視化することができる。",60,""
応用情報技術者試験,ストラテジ系,システム戦略,システム企画,2025,"投資の意思決定手法の一つであるPBP法に関する記述として、適切なものはどれか。","投資金額の回収期間の長さによって投資を評価する手法である。","キャッシュフローの時間的価値が考慮されている。","投資回収後のキャッシュフローも考慮されている。","投資金額の回収期間の長さによって投資を評価する手法である。","ほかの意思決定手法である NPV 法や IRR 法と同様に割引率を用いる手法である。",60,""
応用情報技術者試験,ストラテジ系,システム戦略,システム戦略,2025,"<p>定性的な評価項目を定量化するために評価点を与える方法がある。表に示す4段階評価を用いた場合、重み及び4段階評価の結果から評価されたシステム全体の目標達成度は、評価項目が全て目標どおりだった場合の評価点に対し、何%となるか。</p><img src='/images/2025r07a_ap_am_qs_65.png' alt='表' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","36","27","36","43","52",300,""
応用情報技術者試験,ストラテジ系,システム戦略,システム企画,2025,"IoT を活用した工場管理システムの開発を行う。システムを構築し、サービスを運営するA社は、B社にボード開発を定額契約で委託した。B社はボードの納入前のネットワーク試験のため、工場の設備を管理するC社と実費償還契約を締結し、工場の一部区画とネットワークを借用した。C社のネットワーク設備に故障はなく、B社の人的リソース不足が原因でネットワーク試験の作業が遅延し、追加の費用が発生したとき、その費用を負担すべき会社はどれか。ここで、各社は契約を正当に履行するものとする。また、定額契約を交わした時点では、開発のスコープは十分明確で、契約以降の変更はないものとする。","B社","A社","A社及びB社","B社","B社及びC社",60,""
応用情報技術者試験,ストラテジ系,経営戦略,経営戦略マネジメント,2025,"売手側でのマーケティング要素4Pは、買手側での要素 4Cに対応するという考え方がある。4Pの一つであるプロモーションに対応する 4Cの構成要素はどれか。","コミュニケーション (Communication)","顧客価値 (Customer Value)","顧客コスト (Cost)","コミュニケーション (Communication)","利便性(Convenience)",60,""
応用情報技術者試験,ストラテジ系,経営戦略,経営戦略マネジメント,2025,"バランススコアカードで使われる戦略マップの説明はどれか。","財務,顧客,内部ビジネスプロセス、学習と成長という四つの視点を基に、課題,施策、目標の因果関係を表現したもの","切り口となる二つの要素をX軸、Y軸として、市場における自社又は自社製品のポジションを表現したもの","財務,顧客,内部ビジネスプロセス、学習と成長という四つの視点を基に、課題,施策、目標の因果関係を表現したもの","市場の魅力度、自社の優位性という二つの軸から成る四象限に自社の製品や事業を分類して表現したもの","どのような顧客層に対して、どのような経営資源を使用し、どのような製品・サービスを提供するのかを表現したもの",60,""
応用情報技術者試験,ストラテジ系,経営戦略,経営戦略マネジメント,2025,"フィージビリティスタディの説明はどれか。","企業が新規事業立ち上げや海外進出する際の検証、公共事業の採算性検証、情報システムの導入手段の検証など、実現性を調査・検証する投資前評価のこと","企業が新規事業立ち上げや海外進出する際の検証、公共事業の採算性検証、情報システムの導入手段の検証など、実現性を調査・検証する投資前評価のこと","技術革新,社会変動などに関する未来予測によく用いられ、専門家グループなどがもつ直観的意見や経験的判断を、反復型アンケートを使って組織的に集約・洗練して収束すること","集団(小グループ) によるアイディア発想法の一つで、会議の参加メンバー各自が自由奔放にアイディアを出し合い、互いの発想の異質さを利用して、連想を行うことによって、更に多数のアイディアを生み出そうという集団思考法・発想法のこと","商品が市場に投入されてから、次第に売れなくなり姿を消すまでのプロセスを、導入期,成長期,成熟(市場飽和)期,衰退期の4段階で表現して、その市場における製品の寿命を検討すること",60,""
応用情報技術者試験,ストラテジ系,経営戦略,経営戦略マネジメント,2025,"<p>図のアンゾフの成長マトリクスのうち、市場浸透戦略の例として、適切なものはどれか。</p><img src='/images/2025r07a_ap_am_qs_70.png' alt='図' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","ある地域において特別価格で販売することで、商品の知名度を上げ、その地域の多くの住民に販売する。","ある商品が高いシェアを確保したため、最近の技術開発の成果を取り入れた上位機種を、既存のユーザー向けに販売する。","ある地域において特別価格で販売することで、商品の知名度を上げ、その地域の多くの住民に販売する。","ある地方で長年販売してきた商品を、今年から他の地方でも販売する。","販売実績がないある国の商習慣に合う製品を一から開発し、その国で販売する。",60,""
応用情報技術者試験,ストラテジ系,経営戦略,ビジネスインダストリ,2025,"生産事業所のシステムを、生産計画などの計画層,各指示や工程管理・製造管理などの実行層、機械・機器の制御を行う制御層の三つの層に大きく分けたとき、MESが運用される層はどれか。","実行層","計画層","実行層","制御層","計画層・実行層 制御層",60,""
応用情報技術者試験,ストラテジ系,経営戦略,ビジネスインダストリ,2025,"PLM (Product Lifecycle Management) の目的はどれか。","製品開発、製造,販売,保守、リサイクルに至る製造業のプロセスにおいて、製品に関連する情報を一元管理し、商品力向上やコスト低減を図る。","NC 工作機械,自動搬送装置、倉庫などを有機的に結合し、コンピュータで集中管理することで多品種少量生産に対応できる生産の自動化を実現する。","製品開発、製造,販売,保守、リサイクルに至る製造業のプロセスにおいて、製品に関連する情報を一元管理し、商品力向上やコスト低減を図る。","製品の生産計画に基づいてその生産に必要な資材の所要量を展開し、これを基準にして資材の需要とその発注時期を算出する。","部品の供給から製品の販売までの一連のプロセスの情報をリアルタイムで交換することによって、在庫の削減とリードタイムの短縮を実現する。",60,""
応用情報技術者試験,ストラテジ系,経営戦略,ビジネスインダストリ,2025,"IoTで活用されているLPWAの特徴として、適切なものはどれか。","一つの基地局で広範囲をカバーできる低消費電力の無線通信技術であり、複数の機器がつながるネットワークに適している。","GHz帯を使う近距離無線通信であり、4K, 8K の映像などの大容量のデータを高速伝送することに適している。","電力線を通信に使う有線通信技術であり、スマートメーターの自動検針などに適している。","一つの基地局で広範囲をカバーできる低消費電力の無線通信技術であり、複数の機器がつながるネットワークに適している。","有線のシリアル通信であり、同じ基板上の回路及びLSI間の通信に適している。",60,""
応用情報技術者試験,ストラテジ系,企業と法務,企業活動,2025,"<p>ある工場で扱っている部品Aは、使用量（需要）が一定であり、定量発注方式を採用して発注されている。この場合の経済的発注量は、グラフの年間の発注費と、年間の保管費が等しくなったときの値を計算することで求めることができる。表の条件の場合の経済的発注量を求めよ。ここで、部品Aに関する安全在庫は考慮しないものとする。</p><img src='/images/2025r07a_ap_am_qs_74.png' alt='表' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","1,000","10","200","500","1,000",300,""
応用情報技術者試験,ストラテジ系,企業と法務,企業活動,2025,"<p>製品 X, Yを1台製造するのに必要な部品数は、表のとおりである。製品1台当たりの利益が X, Yともに1万円のとき、利益は最大何万円になるか。ここで、部品 Aは120個、部品Bは60個まで使えるものとする。</p><img src='/images/2025r07a_ap_am_qs_75.png' alt='表' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","45","30","40","45","60",300,""
応用情報技術者試験,ストラテジ系,企業と法務,企業活動,2025,"<p>A社の貸借対照表の構成は図のとおりであった。A社の自己資本比率は何%か。</p><img src='/images/2025r07a_ap_am_qs_76.png' alt='表' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","35","10","20","30","35",300,""
応用情報技術者試験,ストラテジ系,企業と法務,企業活動,2025,"<p>表のような製品 A, B を製造、販売する場合、考えられる利益は最大で何円になるか。ここで、機械の年間使用可能時間は延べ15,000時間とし、年間の固定費は製品A,Bに関係なく15,000,000円とする。</p><img src='/images/2025r07a_ap_am_qs_77.png' alt='表' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","7,500,000","3,750,000","7,500,000","16,250,000","18,750,000",300,""
応用情報技術者試験,ストラテジ系,企業と法務,法務,2025,"著作権法において、保護の対象となり得ないものはどれか。","プログラム言語や規約 (プログラム言語の用法についての特別の約束)","インターネットで公開されたフリーソフトウェア","ソフトウェアの操作マニュアル","データベース","プログラム言語や規約 (プログラム言語の用法についての特別の約束)",60,""
応用情報技術者試験,ストラテジ系,企業と法務,法務,2025,"意匠法において、保護の対象となり得るものはどれか。","独自のGUI","独自のGUI","独自のアルゴリズム","独自の通信プロトコル","独自のビジネスモデル",60,""
応用情報技術者試験,ストラテジ系,企業と法務,法務,2025,"労働施策総合推進法に関する記述として、適切なものはどれか。","いわゆるパワーハラスメントに関し、労働者の相談に応ずることや適切に対応する体制を整備することなどを事業主に義務付けている。","いわゆるパワーハラスメントに関し、労働者の相談に応ずることや適切に対応する体制を整備することなどを事業主に義務付けている。","大学生や高校生が適職を選択して、適切な就職活動を行うために、教育機関が関与すべきインターンシップの理念・原則を定めている。","都道府県ごとに時給という形式で金額が決められている最低賃金を労働施策の基礎として位置付け、それを決定する手順を定めている。","労働組合と使用者との団体交渉が労働条件改善の基本的な方策であると示し、労働組合活動を総合的に推進することを義務付けている。",60,""
応用情報技術者試験,テクノロジ系,基礎理論,基礎理論,2024,"M/M/1 の待ち行列モデルにおいて、窓口の利用率が25%から 40%に増えると、平均待ち時間は何倍になるか。","2.00","1.25","1.60","2.00","3.00",300,""
応用情報技術者試験,テクノロジ系,基礎理論,基礎理論,2024,"AIにおける教師あり学習での交差検証に関する記述はどれか。","学習モデルの汎化性能を評価するために、データを複数のグループに分割し、一部を学習に残りを評価に使い、順にグループを入れ替えて学習と評価を繰り返す。","過学習を防ぐために、回帰モデルに複雑さを表すペナルティ項を加え、訓練データへ過剰に適合しないようにモデルを調整する。","学習の精度を高めるために、複数の異なるアルゴリズムのモデルで学習し、学習の結果は組み合わせて評価する。","学習モデルの汎化性能を高めるために、単一のモデルで関連する複数の課題を学習することによって、課題間に共通する要因を獲得する。","学習モデルの汎化性能を評価するために、データを複数のグループに分割し、一部を学習に残りを評価に使い、順にグループを入れ替えて学習と評価を繰り返す。",60,""
応用情報技術者試験,テクノロジ系,基礎理論,基礎理論,2024,"式A+B×Cの逆ポーランド表記法による表現として、適切なものはどれか。","ABC×＋","＋×CBA","×＋ABC","ABC×＋","CBA＋×",60,""
応用情報技術者試験,テクノロジ系,基礎理論,基礎理論,2024,"自動車の先進運転支援システムで使用されるセンサーの説明のうち、適切なものはどれか。","可視光カメラは、天候などの影響を受けやすいが、交通標識の認識に使用できる。","可視光カメラは、天候などの影響を受けやすいが、交通標識の認識に使用できる。","超音波センサーは、天候などの影響を受けやすいが、測定可能距離が500メートル以上と長い。","ミリ波レーダーは、天候などの影響を受けにくく、交通信号機の灯色の判別に使用できる。","レーザーレーダーは、天候などの影響を受けにくく、建物の後ろにある物体を検知できる。",60,""
応用情報技術者試験,テクノロジ系,基礎理論,アルゴリズムとプログラミング,2024,"<p>次の2分探索木から要素 12を削除したとき、その位置に別の要素を移動するだけで2分探索木を再構成するには、削除された要素の位置にどの要素を移動すればよいか。</p><img src='/images/2024r06a_ap_am_qs_5.png' alt='図' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","13","9","10","13","14",60,""
応用情報技術者試験,テクノロジ系,基礎理論,アルゴリズムとプログラミング,2024,"自然数をキーとするデータを、ハッシュ表を用いて管理する。キーxのハッシュ関数 h(x)を
h(x)=x mod n
とすると、任意のキーaとbが衝突する条件はどれか。ここで、nはハッシュ表の大きさであり、x mod nはxをnで割った余りを表す。","a-bがnの倍数","a+bがnの倍数","a-bがnの倍数","nがa+bの倍数","nがa-bの倍数",60,""
応用情報技術者試験,テクノロジ系,基礎理論,アルゴリズムとプログラミング,2024,"次の特徴をもつプログラム言語及び実行環境であって、オープンソースソフトウェアとして提供されているものはどれか。
[特徴]
・統計解析や機械学習に適している。
・データ分析、グラフ描画などの、多数のソフトウェアパッケージが提供されている。
・変数自体には型がなく、変数に代入されるオブジェクトの型は実行時に決まる。","R","Go","Kotlin","R","Scala",60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,コンピュータ構成要素,2024,"RISC プロセッサの5段パイプラインの命令実行制御の順序はどれか。ここで、このパイプラインのステージは次の五つとする。
① 書込み
② 実行とアドレス生成
③ 命令デコードとレジスタファイル読出し
④ 命令フェッチ
⑤ メモリアクセス","④,③,②,⑤,①","③,④,②,⑤,①","③,⑤,②,④,①","④,③,②,⑤,①","④,⑤,③,②,①",60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,コンピュータ構成要素,2024,"量子超越性(Quantum Supremacy) の説明として、適切なものはどれか。","従来のコンピュータでは実用的な時間で処理することができない計算を、量子コンピュータでは高速に実行できること","重ね合わせという現象を用いた量子暗号が、現在の暗号化方式よりもはるかに安全であること","従来のコンピュータが古典物理学に依拠する段階にとどまっているのに比べて、量子コンピュータが量子力学に依拠して作られていること","従来のコンピュータでは実用的な時間で処理することができない計算を、量子コンピュータでは高速に実行できること","同一の性能を実現した従来のコンピュータに比べて、量子コンピュータの物理的な大きさを圧倒的に小さくできること",60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,コンピュータ構成要素,2024,"キャッシュメモリのアクセス時間が主記憶のアクセス時間の1/30で、ヒット率が95%のとき、実効メモリアクセス時間は、主記憶のアクセス時間の約何倍になるか。","0.08","0.03","0.08","0.37","0.95",300,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,コンピュータ構成要素,2024,"ストレージのインタフェースとして用いられる FC (ファイバチャネル)の特徴として、適切なものはどれか。","伝送媒体には電気ケーブル又は光ケーブルを用いることができる。","TCP/IPの上位層として作られた規格である。","接続形態は、スイッチを用いたn対n接続に限られる。","伝送媒体には電気ケーブル又は光ケーブルを用いることができる。","物理層としてパラレル SCSI を用いることができる。",60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,システム構成要素,2024,"Web アプリケーションサーバの信頼性に関する記述のうち、適切なものはどれか。","セッションを共有するクラスタ構成で1台のサーバに障害が発生した場合、サービス及びトランザクションは継続できる。","コールドスタンバイ構成で稼働しているサーバに障害が発生した場合、サービスは中断しないが、トランザクションは継続できない。","コールドスタンバイ構成で稼働しているサーバに障害が発生した場合、サービスは中断するが、トランザクションは継続できる。","セッションを共有しないクラスタ構成で1台のサーバに障害が発生した場合、サービスは継続できないが、トランザクションは継続できる。","セッションを共有するクラスタ構成で1台のサーバに障害が発生した場合、サービス及びトランザクションは継続できる。",60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,システム構成要素,2024,"データアクセス方式の一つであるオブジェクトストレージに関する記述のうち、最も適切なものはどれか。","データとメタデータをセットにして保存し、固有の識別子でデータにアクセスする。","ストレージにファイルシステムを構成し、ファイル単位でデータにアクセスする。","ストレージの論理ボリュームを決まったサイズに分割し、その単位でデータにアクセスする。","データとメタデータをセットにして保存し、階層構造にすることによってデータにアクセスする。","データとメタデータをセットにして保存し、固有の識別子でデータにアクセスする。",60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,システム構成要素,2024,"<p>稼働率が等しい装置Xを直列や並列に組み合わせたとき、システム全体の稼働率を高い順に並べたものはどれか。ここで、装置Xの稼働率は0よりも大きく1未満である。</p><img src='/images/2024r06a_ap_am_qs_14.png' alt='図' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","A, C, B","A, B, C","A, C, B","C, A, B","C, B, A",60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,システム構成要素,2024,"あるクライアントサーバシステムにおいて、クライアントから要求された1件の検索を処理するために、サーバで平均100万命令が実行される。1件の検索につき、ネットワーク内で転送されるデータは平均2×10^5バイトである。このサーバの性能は100MIPSであり、ネットワークの転送速度は8×10^7ビット/秒である。このシステムにおいて、1秒間に処理できる検索要求は何件か。ここで、処理できる件数は、サーバとネットワークの処理能力だけで決まるものとする。また、1バイトは8ビットとする。","50","50","100","200","400",300,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,ソフトウェア,2024,"タスクスケジューリング方式の説明のうち、特定のタスクがCPU資源の割当てを待ち続ける可能性が最も高いものはどれか。","処理予定時間が最も短いタスクから順に処理を実行する。現在実行中の処理が終了するか、又は何らかの要因によって中断されたとき、次のタスクを開始する。","各タスクの優先度を決めて、優先度が高い順に実行し, CPU 割当てまでの待ち時間の長さに応じて優先度を徐々に上げていく。","各タスクを実行可能待ち行列に置かれた順に実行し、一定時間が経過したら実行を中断して実行可能待ち行列の最後尾に加える。","処理予定時間が最も短いタスクから順に処理を実行する。現在実行中の処理が終了するか、又は何らかの要因によって中断されたとき、次のタスクを開始する。","タスクがシステムに到着した順に実行可能待ち行列の最後尾に加え、常に実行可能待ち行列の先頭のタスクにCPUを割り当てる。",60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,ソフトウェア,2024,"ページング方式の仮想記憶において、ページ置換えの発生頻度が高くなり、システムの処理能力が急激に低下することがある。このような現象を何と呼ぶか。","スラッシング","スラッシング","スワップアウト","フラグメンテーション","ページフォールト",60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,ソフトウェア,2024,"仮想記憶方式において、セグメンテーション方式と比較した場合のページング方式の長所はどれか。","主記憶の外部断片化が発生しない。","記憶領域へのアクセス保護を論理的な単位で行うことができる。","記憶領域をプログラム間で容易に共用することができる。","実行時に記憶領域の大きさを動的に変えることができる。","主記憶の外部断片化が発生しない。",60,""
